"","siteid","date","county","state","latitude","longitude","mwspecies","mwcount","monarchcount"
"1","1010",2011-06-05,"Brown","WI",44.5,-88,"Asclepias syriaca",160,0
"2","1010",2011-06-12,"Brown","WI",44.5,-88,"Asclepias syriaca",164,8
"3","1010",2011-06-20,"Brown","WI",44.5,-88,"Asclepias syriaca",179,1
"4","1010",2011-06-27,"Brown","WI",44.5,-88,"Asclepias syriaca",175,1
"5","1010",2011-07-05,"Brown","WI",44.5,-88,"Asclepias syriaca",176,1
"6","1010",2011-07-11,"Brown","WI",44.5,-88,"Asclepias syriaca",193,8
"7","1010",2011-07-19,"Brown","WI",44.5,-88,"Asclepias syriaca",176,7
"8","1010",2011-07-25,"Brown","WI",44.5,-88,"Asclepias syriaca",186,6
"9","1010",2011-08-01,"Brown","WI",44.5,-88,"Asclepias syriaca",178,8
"10","1010",2011-08-08,"Brown","WI",44.5,-88,"Asclepias syriaca",172,12
"11","1010",2011-08-15,"Brown","WI",44.5,-88,"Asclepias incarnata",165,4
"12","1010",2011-08-29,"Brown","WI",44.5,-88,"Asclepias syriaca",150,0
"13","1034",2019-05-15,"Wake","NC",35.9,-78.6,"Asclepias syriaca",70,0
"14","1034",2019-05-22,"Wake","NC",35.9,-78.6,"Asclepias syriaca",66,0
"15","1034",2019-05-29,"Wake","NC",35.9,-78.6,"Asclepias syriaca",72,0
"16","1034",2019-06-05,"Wake","NC",35.9,-78.6,"Asclepias syriaca",68,0
"17","1034",2019-06-12,"Wake","NC",35.9,-78.6,"Asclepias syriaca",71,0
"18","1034",2019-08-29,"Wake","NC",35.9,-78.6,"Asclepias syriaca",53,70
"19","1034",2019-09-11,"Wake","NC",35.9,-78.6,"Asclepias syriaca",37,33
"20","1034",2019-09-29,"Wake","NC",35.9,-78.6,"Asclepias syriaca",31,1
"21","1040",2016-04-14,"Kerr","TX",30,-99.1,"Asclepias asperula",10,0
"22","1040",2016-04-14,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",8,0
"23","1040",2016-04-14,"Kerr","TX",30,-99.1,"Asclepias texana",19,0
"24","1040",2016-04-22,"Kerr","TX",30,-99.1,"Asclepias asperula",10,0
"25","1040",2016-04-22,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",8,0
"26","1040",2016-04-22,"Kerr","TX",30,-99.1,"Asclepias texana",19,0
"27","1040",2016-04-28,"Kerr","TX",30,-99.1,"Asclepias asperula",12,10
"28","1040",2016-04-28,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",9,0
"29","1040",2016-04-28,"Kerr","TX",30,-99.1,"Asclepias texana",19,0
"30","1040",2017-01-12,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"31","1040",2016-05-12,"Kerr","TX",30,-99.1,"Asclepias asperula",14,0
"32","1040",2016-05-12,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",11,0
"33","1040",2016-05-12,"Kerr","TX",30,-99.1,"Asclepias texana",23,0
"34","1040",2016-05-22,"Kerr","TX",30,-99.1,"Asclepias asperula",17,0
"35","1040",2016-05-22,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",12,0
"36","1040",2016-05-22,"Kerr","TX",30,-99.1,"Asclepias texana",23,0
"37","1040",2016-05-26,"Kerr","TX",30,-99.1,"Asclepias asperula",21,1
"38","1040",2016-05-26,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"39","1040",2016-05-26,"Kerr","TX",30,-99.1,"Asclepias texana",30,0
"40","1040",2016-06-02,"Kerr","TX",30,-99.1,"Asclepias asperula",23,0
"41","1040",2016-06-02,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"42","1040",2016-06-02,"Kerr","TX",30,-99.1,"Asclepias texana",29,0
"43","1040",2016-06-09,"Kerr","TX",30,-99.1,"Asclepias asperula",22,0
"44","1040",2016-06-09,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"45","1040",2016-06-09,"Kerr","TX",30,-99.1,"Asclepias texana",28,0
"46","1040",2016-06-16,"Kerr","TX",30,-99.1,"Asclepias asperula",27,0
"47","1040",2016-06-16,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"48","1040",2016-06-16,"Kerr","TX",30,-99.1,"Asclepias texana",36,0
"49","1040",2016-06-30,"Kerr","TX",30,-99.1,"Asclepias asperula",18,0
"50","1040",2016-06-30,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"51","1040",2016-06-30,"Kerr","TX",30,-99.1,"Asclepias texana",32,0
"52","1040",2016-07-07,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",10,0
"53","1040",2016-07-07,"Kerr","TX",30,-99.1,"Asclepias texana",33,0
"54","1040",2016-07-07,"Kerr","TX",30,-99.1,"Asclepias viridis",18,0
"55","1040",2016-07-14,"Kerr","TX",30,-99.1,"Asclepias asperula",15,0
"56","1040",2016-07-14,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"57","1040",2016-07-14,"Kerr","TX",30,-99.1,"Asclepias texana",38,0
"58","1040",2017-01-19,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"59","1040",2016-07-21,"Kerr","TX",30,-99.1,"Asclepias asperula",11,0
"60","1040",2016-07-21,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"61","1040",2016-07-21,"Kerr","TX",30,-99.1,"Asclepias texana",38,1
"62","1040",2016-07-28,"Kerr","TX",30,-99.1,"Asclepias asperula",9,0
"63","1040",2016-07-28,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"64","1040",2016-07-28,"Kerr","TX",30,-99.1,"Asclepias texana",38,1
"65","1040",2016-08-04,"Kerr","TX",30,-99.1,"Asclepias asperula",7,0
"66","1040",2016-08-04,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"67","1040",2016-08-04,"Kerr","TX",30,-99.1,"Asclepias texana",37,0
"68","1040",2016-08-11,"Kerr","TX",30,-99.1,"Asclepias asperula",6,0
"69","1040",2016-08-11,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"70","1040",2016-08-11,"Kerr","TX",30,-99.1,"Asclepias texana",43,0
"71","1040",2016-08-18,"Kerr","TX",30,-99.1,"Asclepias asperula",5,0
"72","1040",2016-08-18,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",5,0
"73","1040",2016-08-18,"Kerr","TX",30,-99.1,"Asclepias texana",48,0
"74","1040",2016-08-25,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"75","1040",2016-08-25,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",4,0
"76","1040",2016-08-25,"Kerr","TX",30,-99.1,"Asclepias texana",50,0
"77","1040",2016-09-01,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"78","1040",2016-09-01,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",3,0
"79","1040",2016-09-01,"Kerr","TX",30,-99.1,"Asclepias texana",50,0
"80","1040",2017-09-07,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"81","1040",2017-09-07,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",2,0
"82","1040",2017-09-07,"Kerr","TX",30,-99.1,"Asclepias texana",57,0
"83","1040",2016-09-08,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"84","1040",2016-09-08,"Kerr","TX",30,-99.1,"Asclepias texana",50,0
"85","1040",2016-09-15,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"86","1040",2016-09-15,"Kerr","TX",30,-99.1,"Asclepias texana",48,1
"87","1040",2017-09-21,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",1,0
"88","1040",2017-09-21,"Kerr","TX",30,-99.1,"Asclepias texana",55,4
"89","1040",2017-09-21,"Kerr","TX",30,-99.1,"Asclepias viridis",3,0
"90","1040",2016-09-22,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"91","1040",2016-09-22,"Kerr","TX",30,-99.1,"Asclepias texana",50,4
"92","1040",2017-01-26,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"93","1040",2016-09-29,"Kerr","TX",30,-99.1,"Asclepias asperula",5,0
"94","1040",2016-09-29,"Kerr","TX",30,-99.1,"Asclepias texana",45,2
"95","1040",2017-10-01,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"96","1040",2017-10-01,"Kerr","TX",30,-99.1,"Asclepias texana",56,0
"97","1040",2017-10-05,"Kerr","TX",30,-99.1,"Asclepias asperula",2,0
"98","1040",2017-10-05,"Kerr","TX",30,-99.1,"Asclepias texana",58,0
"99","1040",2016-10-06,"Kerr","TX",30,-99.1,"Asclepias asperula",5,0
"100","1040",2016-10-06,"Kerr","TX",30,-99.1,"Asclepias texana",45,0
"101","1040",2016-10-13,"Kerr","TX",30,-99.1,"Asclepias asperula",4,0
"102","1040",2016-10-13,"Kerr","TX",30,-99.1,"Asclepias texana",42,0
"103","1040",2017-10-19,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"104","1040",2017-10-19,"Kerr","TX",30,-99.1,"Asclepias texana",60,0
"105","1040",2016-10-20,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"106","1040",2016-10-20,"Kerr","TX",30,-99.1,"Asclepias texana",38,0
"107","1040",2017-10-26,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"108","1040",2017-10-26,"Kerr","TX",30,-99.1,"Asclepias texana",59,3
"109","1040",2016-10-27,"Kerr","TX",30,-99.1,"Asclepias asperula",2,0
"110","1040",2016-10-27,"Kerr","TX",30,-99.1,"Asclepias texana",37,0
"111","1040",2016-11-03,"Kerr","TX",30,-99.1,"Asclepias asperula",2,0
"112","1040",2016-11-03,"Kerr","TX",30,-99.1,"Asclepias texana",31,0
"113","1040",2016-11-17,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"114","1040",2016-11-17,"Kerr","TX",30,-99.1,"Asclepias texana",21,0
"115","1040",2016-11-25,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"116","1040",2016-11-25,"Kerr","TX",30,-99.1,"Asclepias texana",16,0
"117","1040",2016-12-01,"Kerr","TX",30,-99.1,"Asclepias texana",12,0
"118","1040",2017-02-02,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"119","1040",2016-12-15,"Kerr","TX",30,-99.1,"Asclepias texana",12,0
"120","1040",2016-12-22,"Kerr","TX",30,-99.1,"Asclepias texana",5,0
"121","1040",2017-02-09,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"122","1040",2017-02-16,"Kerr","TX",30,-99.1,"Asclepias texana",1,0
"123","1040",2016-02-25,"Kerr","TX",30,-99.1,"Asclepias texana",4,0
"124","1040",2016-03-03,"Kerr","TX",30,-99.1,"Asclepias asperula",1,0
"125","1040",2016-03-03,"Kerr","TX",30,-99.1,"Asclepias texana",9,0
"126","1040",2016-03-12,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"127","1040",2016-03-12,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",1,0
"128","1040",2016-03-12,"Kerr","TX",30,-99.1,"Asclepias texana",11,0
"129","1040",2016-03-17,"Kerr","TX",30,-99.1,"Asclepias asperula",3,0
"130","1040",2016-03-17,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",3,0
"131","1040",2016-03-17,"Kerr","TX",30,-99.1,"Asclepias texana",16,0
"132","1040",2016-03-31,"Kerr","TX",30,-99.1,"Asclepias asperula",4,0
"133","1040",2016-03-31,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",6,0
"134","1040",2016-03-31,"Kerr","TX",30,-99.1,"Asclepias texana",16,0
"135","1040",2016-04-07,"Kerr","TX",30,-99.1,"Asclepias asperula",6,0
"136","1040",2016-04-07,"Kerr","TX",30,-99.1,"Asclepias oenotheroides",8,0
"137","1040",2016-04-07,"Kerr","TX",30,-99.1,"Asclepias texana",18,0
"138","1042",2010-05-06,"Kendall","TX",29.9,-98.6,"Asclepias asperula",28,0
"139","1042",2010-05-18,"Kendall","TX",29.9,-98.6,"Asclepias asperula",40,0
"140","1042",2010-05-30,"Kendall","TX",29.9,-98.6,"Asclepias asperula",36,0
"141","1042",2010-03-27,"Kendall","TX",29.9,-98.6,"Asclepias asperula",10,0
"142","1042",2010-04-02,"Kendall","TX",29.9,-98.6,"Asclepias asperula",25,0
"143","10560",2020-07-24,NA,"NY",41.5,-74,"Asclepias incarnata",1,5
"144","10560",2020-07-26,NA,"NY",41.5,-74,"Asclepias curassavica",1,0
"145","10560",2021-07-30,NA,"NY",41.5,-74,"Asclepias curassavica",5,32
"146","10560",2020-07-29,NA,"NY",41.5,-74,"Asclepias incarnata",33,79
"147","10560",2021-07-30,NA,"NY",41.5,-74,"Asclepias syriaca",2,15
"148","10560",2021-07-30,NA,"NY",41.5,-74,"Asclepias tuberosa",1,1
"149","10560",2020-08-01,NA,"NY",41.5,-74,"Asclepias curassavica",1,1
"150","10560",2020-08-02,NA,"NY",41.5,-74,"Asclepias tuberosa",2,2
"151","10560",2020-08-06,NA,"NY",41.5,-74,"Asclepias syriaca",1,2
"152","10560",2020-08-06,NA,"NY",41.5,-74,"Asclepias tuberosa",3,3
"153","10560",2021-08-08,NA,"NY",41.5,-74,"Asclepias incarnata",1,2
"154","10560",2020-08-15,NA,"NY",41.5,-74,"Asclepias incarnata",2,9
"155","10560",2020-08-15,NA,"NY",41.5,-74,"Asclepias tuberosa",1,2
"156","10560",2020-08-16,NA,"NY",41.5,-74,"Asclepias curassavica",1,2
"157","10560",2020-08-16,NA,"NY",41.5,-74,"Asclepias incarnata",12,12
"158","10560",2020-08-16,NA,"NY",41.5,-74,"Asclepias syriaca",9,6
"159","10560",2021-08-18,NA,"NY",41.5,-74,"Asclepias incarnata",2,6
"160","10570",2020-07-24,"Perry","PA",40.5,-77.1,"Asclepias syriaca",65,390
"161","10571",2020-07-24,"Athens","OH",39.3,-81.8,"Asclepias syriaca",37,5
"162","10571",2020-07-24,"Athens","OH",39.3,-81.8,"Asclepias tuberosa",2,1
"163","10571",2020-08-07,"Athens","OH",39.3,-81.8,"Asclepias syriaca",43,12
"164","10571",2020-08-07,"Athens","OH",39.3,-81.8,"Asclepias tuberosa",2,0
"165","10571",2020-08-14,"Athens","OH",39.3,-81.8,"Asclepias syriaca",43,22
"166","10571",2020-08-14,"Athens","OH",39.3,-81.8,"Asclepias tuberosa",2,0
"167","10571",2020-08-29,"Athens","OH",39.3,-81.8,"Asclepias syriaca",39,4
"168","10574",2020-07-24,NA,"WI",43,-89.5,"Asclepias syriaca",6,6
"169","10574",2020-07-30,NA,"WI",43,-89.5,"Asclepias syriaca",12,12
"170","10578",2021-06-10,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",61,12
"171","10578",2021-06-17,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",65,10
"172","10578",2021-07-01,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",91,0
"173","10578",2021-07-08,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",111,14
"174","10578",2021-07-19,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",99,25
"175","10578",2020-07-25,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",20,18
"176","10578",2020-08-01,"Stutsman","ND",46.9,-98.7,"Asclepias incarnata",5,3
"177","10578",2020-08-01,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",29,27
"178","10578",2020-08-09,"Stutsman","ND",46.9,-98.7,"Asclepias incarnata",1,0
"179","10578",2020-08-09,"Stutsman","ND",46.9,-98.7,"Asclepias syriaca",27,12
"180","10582",2020-07-24,NA,"RI",41.8,-71.5,"Asclepias syriaca",31,11
"181","10582",2020-08-01,NA,"RI",41.8,-71.5,"Asclepias syriaca",44,2
"182","10582",2020-08-14,NA,"RI",41.8,-71.5,"Asclepias syriaca",53,3
"183","10605",2022-05-09,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,0
"184","10605",2022-05-09,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"185","10605",2022-05-09,"San Diego","CA",32.7,-117,"Asclepias fascicularis",47,32
"186","10605",2022-05-09,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"187","10605",2022-05-16,"San Diego","CA",32.7,-117,"Asclepias curassavica",4,4
"188","10605",2022-05-16,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"189","10605",2022-05-16,"San Diego","CA",32.7,-117,"Asclepias fascicularis",51,60
"190","10605",2022-05-16,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"191","10605",2022-05-23,"San Diego","CA",32.7,-117,"Asclepias curassavica",3,1
"192","10605",2022-05-23,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"193","10605",2022-05-23,"San Diego","CA",32.7,-117,"Asclepias fascicularis",48,34
"194","10605",2022-05-23,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"195","10605",2022-05-30,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,0
"196","10605",2022-05-30,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"197","10605",2022-05-30,"San Diego","CA",32.7,-117,"Asclepias fascicularis",54,35
"198","10605",2022-05-30,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"199","10605",2022-06-06,"San Diego","CA",32.7,-117,"Asclepias curassavica",2,0
"200","10605",2022-06-06,"San Diego","CA",32.7,-117,"Asclepias fascicularis",55,2
"201","10605",2022-06-06,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"202","10605",2022-06-13,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,0
"203","10605",2022-06-13,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"204","10605",2022-06-13,"San Diego","CA",32.7,-117,"Asclepias fascicularis",50,1
"205","10605",2022-06-13,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"206","10605",2022-06-20,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,0
"207","10605",2022-06-20,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"208","10605",2022-06-20,"San Diego","CA",32.7,-117,"Asclepias fascicularis",54,4
"209","10605",2022-06-20,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"210","10605",2022-06-27,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,9
"211","10605",2022-06-27,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"212","10605",2022-06-27,"San Diego","CA",32.7,-117,"Asclepias fascicularis",51,22
"213","10605",2022-06-27,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"214","10605",2022-07-04,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,5
"215","10605",2022-07-04,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"216","10605",2022-07-04,"San Diego","CA",32.7,-117,"Asclepias fascicularis",57,10
"217","10605",2022-07-04,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"218","10605",2022-07-12,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,15
"219","10605",2022-07-12,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"220","10605",2022-07-12,"San Diego","CA",32.7,-117,"Asclepias fascicularis",47,6
"221","10605",2022-07-12,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"222","10605",2022-07-18,"San Diego","CA",32.7,-117,"Asclepias curassavica",1,4
"223","10605",2022-07-18,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"224","10605",2022-07-18,"San Diego","CA",32.7,-117,"Asclepias fascicularis",55,7
"225","10605",2022-07-18,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"226","10605",2022-07-26,"San Diego","CA",32.7,-117,"Asclepias curassavica",2,1
"227","10605",2022-07-26,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"228","10605",2022-07-26,"San Diego","CA",32.7,-117,"Asclepias fascicularis",49,6
"229","10605",2022-07-26,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"230","10605",2022-08-01,"San Diego","CA",32.7,-117,"Asclepias curassavica",2,0
"231","10605",2022-08-01,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"232","10605",2022-08-01,"San Diego","CA",32.7,-117,"Asclepias fascicularis",50,2
"233","10605",2022-08-01,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"234","10605",2021-08-07,"San Diego","CA",32.7,-117,"Asclepias curassavica",11,15
"235","10605",2021-08-07,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"236","10605",2021-08-07,"San Diego","CA",32.7,-117,"Asclepias fascicularis",4,1
"237","10605",2021-08-07,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"238","10605",2022-08-08,"San Diego","CA",32.7,-117,"Asclepias curassavica",2,0
"239","10605",2022-08-08,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"240","10605",2022-08-08,"San Diego","CA",32.7,-117,"Asclepias fascicularis",47,1
"241","10605",2022-08-08,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"242","10605",2021-08-14,"San Diego","CA",32.7,-117,"Asclepias curassavica",13,1
"243","10605",2021-08-14,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"244","10605",2021-08-14,"San Diego","CA",32.7,-117,"Asclepias fascicularis",19,5
"245","10605",2021-08-14,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"246","10605",2022-08-15,"San Diego","CA",32.7,-117,"Asclepias curassavica",3,0
"247","10605",2022-08-15,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"248","10605",2022-08-15,"San Diego","CA",32.7,-117,"Asclepias fascicularis",44,0
"249","10605",2022-08-15,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"250","10605",2021-08-21,"San Diego","CA",32.7,-117,"Asclepias curassavica",12,1
"251","10605",2021-08-21,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"252","10605",2021-08-21,"San Diego","CA",32.7,-117,"Asclepias fascicularis",17,0
"253","10605",2021-08-21,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"254","10605",2021-08-28,"San Diego","CA",32.7,-117,"Asclepias curassavica",12,0
"255","10605",2021-08-28,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",1,0
"256","10605",2021-08-28,"San Diego","CA",32.7,-117,"Asclepias fascicularis",19,0
"257","10605",2021-08-28,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"258","10605",2022-08-29,"San Diego","CA",32.7,-117,"Asclepias curassavica",3,3
"259","10605",2022-08-29,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"260","10605",2022-08-29,"San Diego","CA",32.7,-117,"Asclepias fascicularis",45,0
"261","10605",2022-08-29,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"262","10605",2022-09-05,"San Diego","CA",32.7,-117,"Asclepias curassavica",4,6
"263","10605",2022-09-05,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"264","10605",2022-09-05,"San Diego","CA",32.7,-117,"Asclepias fascicularis",35,0
"265","10605",2022-09-05,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"266","10605",2022-09-12,"San Diego","CA",32.7,-117,"Asclepias curassavica",5,3
"267","10605",2022-09-12,"San Diego","CA",32.7,-117,"Asclepias eriocarpa",2,0
"268","10605",2022-09-12,"San Diego","CA",32.7,-117,"Asclepias fascicularis",35,1
"269","10605",2022-09-12,"San Diego","CA",32.7,-117,"Asclepias speciosa",1,0
"270","10605",2022-09-19,"San Diego","CA",32.7,-117,"Asclepias curassavica",3,0
"271","10605",2022-09-19,"San Diego","CA",32.7,-117,"Asclepias fascicularis",34,0
"272","10605",2022-09-26,"San Diego","CA",32.7,-117,"Asclepias curassavica",5,4
"273","10605",2022-09-26,"San Diego","CA",32.7,-117,"Asclepias fascicularis",33,0
"274","10605",2022-10-03,"San Diego","CA",32.7,-117,"Asclepias curassavica",5,7
"275","10605",2022-10-03,"San Diego","CA",32.7,-117,"Asclepias fascicularis",23,2
"276","10605",2022-10-12,"San Diego","CA",32.7,-117,"Asclepias curassavica",6,8
"277","10605",2022-10-12,"San Diego","CA",32.7,-117,"Asclepias fascicularis",27,0
"278","10605",2022-10-17,"San Diego","CA",32.7,-117,"Asclepias curassavica",7,6
"279","10605",2022-10-17,"San Diego","CA",32.7,-117,"Asclepias fascicularis",25,1
"280","10605",2022-10-24,"San Diego","CA",32.7,-117,"Asclepias curassavica",7,3
"281","10605",2022-10-24,"San Diego","CA",32.7,-117,"Asclepias fascicularis",18,0
"282","10605",2022-10-31,"San Diego","CA",32.7,-117,"Asclepias curassavica",7,5
"283","10605",2022-10-31,"San Diego","CA",32.7,-117,"Asclepias fascicularis",15,0
"284","10605",2022-11-07,"San Diego","CA",32.7,-117,"Asclepias curassavica",8,10
"285","10605",2022-11-07,"San Diego","CA",32.7,-117,"Asclepias fascicularis",15,0
"286","10605",2022-11-14,"San Diego","CA",32.7,-117,"Asclepias curassavica",7,2
"287","10605",2022-11-14,"San Diego","CA",32.7,-117,"Asclepias fascicularis",13,0
"288","1066",2010-06-21,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",53,16
"289","1066",2010-06-21,"Vilas","WI",46.2,-89.3,"Asclepias tuberosa",14,0
"290","1066",2010-06-28,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",80,0
"291","1066",2010-06-28,"Vilas","WI",46.2,-89.3,"Asclepias syriaca",3,0
"292","1066",2010-06-28,"Vilas","WI",46.2,-89.3,"Asclepias tuberosa",26,0
"293","1066",2010-07-04,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",31,13
"294","1066",2010-07-04,"Vilas","WI",46.2,-89.3,"Asclepias syriaca",2,0
"295","1066",2010-07-04,"Vilas","WI",46.2,-89.3,"Asclepias tuberosa",9,1
"296","1066",2010-07-12,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",34,19
"297","1066",2010-07-12,"Vilas","WI",46.2,-89.3,"Asclepias tuberosa",16,4
"298","1066",2010-07-19,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",9,5
"299","1066",2010-08-09,"Vilas","WI",46.2,-89.3,"Asclepias incarnata",13,0
"300","1066",2010-08-09,"Vilas","WI",46.2,-89.3,"Asclepias syriaca",3,0
"301","1066",2010-08-09,"Vilas","WI",46.2,-89.3,"Asclepias tuberosa",3,0
"302","1067",2010-05-21,"Transylvania","NC",35.2,-82.7,"Asclepias syriaca",50,0
"303","1076",2010-05-24,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,7
"304","1076",2010-05-31,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,26
"305","1076",2010-06-07,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,18
"306","1076",2010-06-14,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,16
"307","1076",2010-06-21,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,7
"308","1076",2010-06-28,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,4
"309","1076",2010-07-05,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,2
"310","1076",2010-07-12,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,5
"311","1076",2010-07-19,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,0
"312","1076",2010-07-26,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,36
"313","1076",2010-08-02,"Marinette","WI",45.8,-88,"Asclepias syriaca",100,2
"314","108",2000-08-14,"Ashland","WI",46.2,-90.9,"Asclepias syriaca",222,1
"315","1129",2010-08-11,NA,"OH",41.2,-81.6,"Asclepias incarnata",24,3
"316","1129",2010-08-17,NA,"OH",41.2,-81.6,"Asclepias incarnata",24,0
